datetime,voltaje,corriente,potencia,frecuencia,energia,fp,ESP32_temp,WORKSTATION_CPU,WORKSTATION_CPU_POWER,WORKSTATION_CPU_TEMP,WORKSTATION_GPU,WORKSTATION_GPU_POWER,WORKSTATION_GPU_TEMP,WORKSTATION_RAM,WORKSTATION_RAM_POWER,temperature(℃),humidity(%),wind_speed(m/s)
2021-06-15 01:00:00,120.04287,0.8092,93.35663,59.96554,94.00652,0.96142,33.7036,9.25923,40.59292,33.23088,0.31739,34.88781,14.55753,34.6589,10.44404,21.5,86,10.0
2021-06-15 02:00:00,120.04143,0.80575,92.92944,59.96319,94.11293,0.96091,33.72011,9.30044,40.59,32.99632,0.30432,34.86389,14.54094,34.71526,9.98344,21.2,88,8.4
2021-06-15 03:00:00,120.04292,0.80646,93.02441,59.96204,94.19282,0.96113,33.70695,9.29774,40.58253,33.12987,0.30224,34.85891,14.58615,34.77241,10.22726,21.1,88,7.6
2021-06-15 04:00:00,120.03183,0.82678,95.55633,59.962,94.28703,0.96283,33.70861,10.74273,40.58382,34.8075,0.28964,34.86566,14.59248,34.84143,10.88193,21.0,88,6.9
2021-06-15 05:00:00,120.04804,0.80429,92.81571,59.96345,94.38163,0.96145,33.77972,9.35582,40.58479,32.81104,0.30765,34.83584,14.55557,34.91878,9.87296,21.0,89,4.8
2021-06-15 06:00:00,120.047,0.80583,92.96236,59.96144,94.47432,0.96126,33.75196,9.20973,40.57927,32.95542,0.28196,34.76469,14.55193,34.98951,10.18423,21.0,89,3.1
2021-06-15 07:00:00,120.03041,0.82643,95.51435,59.96115,94.56858,0.9629,31.59178,10.76277,40.5695,35.12076,0.28521,32.86743,14.53588,35.02513,11.32785,21.3,88,2.5
2021-06-15 08:00:00,120.03525,0.80294,92.63363,59.96295,94.66285,0.96147,29.94789,9.26844,40.5382,33.5279,0.29348,29.93062,14.52255,35.12914,10.64583,22.2,84,2.4
2021-06-15 09:00:00,120.02764,0.8058,92.94015,59.96507,94.75546,0.96129,30.92177,9.32818,40.4814,33.88397,0.292,30.80337,14.52551,35.18252,11.11811,23.7,76,3.1
2021-06-15 10:00:00,120.02055,0.82491,95.33369,59.9615,94.84956,0.96281,32.53885,10.66767,40.45972,34.80484,0.27015,33.9377,14.53619,35.21427,10.67535,25.3,69,1.8
